timestamp,lastBrewTimestamp,lastBrewDurationMs,datetime,lastBrewDatetime
1776762436645,1776755352676,420000,2026-04-21 09:07:16.645,2026-04-21 07:09:12.676
1776853086674,1776846466531,420000,2026-04-22 10:18:06.674,2026-04-22 08:27:46.531
1776949582150,1776944505729,420000,2026-04-23 13:06:22.150,2026-04-23 11:41:45.729
